Hysterese	V-MOKE
Charge	2020_0446
Sample	1
Sample State	bFC
User	Meike Reginka
Sample Angle	75.0
Magnetic Field Angle	90.0
Detektor Averages	300
Hysteresus Points	150
Magnetic Field [kA/m]	80
Hysteresis Averages	100
Polarization	p-polarization
Measurement Method	Scan Both Angles
Max Voltage Correction	No
Training Effect Elimination	No
Magnetic field [kA/m]	Magnetic field transversal [kA/m]	Magnetic field longitudinal [kA/m]	Magnetic field transversal [V]	Magnetic field longitudinal [V]	Detector diff transversal [V]	Detector diff longitudinal [V]	Detector raw transversal [V]	Detector raw longitudinal [V]
80.0	80.0	0.0	-4.342489581062203	0.0	-6.610491427592389	-0.8439872755609223	0.14035834648374002	1.658936787771796
78.93333333333334	78.93333333333334	0.0	-4.283945631442396	0.0	-6.6008746928263005	-0.845905810535627	0.1404359348081169	1.6598994732233692
77.86666666666666	77.86666666666666	0.0	-4.225481927972428	0.0	-6.59922841453063	-0.8458796902062311	0.14044912375011676	1.6600983912289917
76.8	76.8	0.0	-4.167093947216811	0.0	-6.6114019367738255	-0.8458956907859888	0.1403309705756508	1.658961673985383
75.73333333333333	75.73333333333333	0.0	-4.108777426500553	0.0	-6.603546735988574	-0.8458719313737936	0.14041122029759964	1.6595917705919923
74.66666666666667	74.66666666666667	0.0	-4.050528351430542	0.0	-6.60537024404594	-0.845874818131644	0.14040684186933605	1.6594593875256693
73.6	73.6	0.0	-3.992342943813344	0.0	-6.6131599186474235	-0.8458871056325306	0.1403188333149494	1.6587125435634724
72.53333333333333	72.53333333333333	0.0	-3.934217649963252	0.0	-6.607284325472287	-0.8458971824564019	0.1403624995517254	1.6593574388283558
71.46666666666667	71.46666666666667	0.0	-3.876149129394453	0.0	-6.609049314977394	-0.8458768141798234	0.14036768283812567	1.6592303892886182
70.4	70.4	0.0	-3.818134243891202	0.0	-6.614047827412375	-0.8458970966048676	0.14033243005173865	1.658788200228322
69.33333333333333	69.33333333333333	0.0	-3.760170046949834	0.0	-6.608090535770648	-0.845876223950523	0.1403690135369116	1.659332198477189
68.26666666666667	68.26666666666667	0.0	-3.7022537735865026	0.0	-6.607295453977458	-0.8458946069103649	0.14037572068805076	1.6592634743237569
67.2	67.2	0.0	-3.6443828305044987	0.0	-6.60513669567756	-0.8458784560904219	0.14041944058203568	1.6592711365732198
66.13333333333333	66.13333333333333	0.0	-3.586554786615013	0.0	-6.607712005623241	-0.8458864188202543	0.14036435609116066	1.6593727955216042
65.06666666666666	65.06666666666666	0.0	-3.5287673639052177	0.0	-6.610900993069544	-0.84586414034703	0.1403480442995903	1.65897578583138
64.0	64.0	0.0	-3.4710184286475108	0.0	-6.608370186413104	-0.8458925572049764	0.1403689276853771	1.6591793183569852
62.93333333333334	62.93333333333334	0.0	-3.4133059829438133	0.0	-6.615512089723292	-0.8458719957624449	0.14031682653532873	1.6586547654807005
61.86666666666667	61.86666666666667	0.0	-3.3556281565987605	0.0	-6.611264756753009	-0.8458797224005568	0.14034218493235529	1.6588329396092791
60.8	60.8	0.0	-3.2979831993156687	0.0	-6.613897404792353	-0.8458784238960965	0.14032343710349132	1.658680735569912
59.733333333333334	59.733333333333334	0.0	-3.2403694732091295	0.0	-6.613806133879649	-0.8458835213309618	0.14034157324017138	1.658419972265066
