Hysterese	V-MOKE
Charge	2020_0446
Sample	1
Sample State	bFC
User	Meike Reginka
Sample Angle	50.0
Magnetic Field Angle	90.0
Detektor Averages	300
Hysteresus Points	150
Magnetic Field [kA/m]	80
Hysteresis Averages	100
Polarization	p-polarization
Measurement Method	Scan Both Angles
Max Voltage Correction	No
Training Effect Elimination	No
Magnetic field [kA/m]	Magnetic field transversal [kA/m]	Magnetic field longitudinal [kA/m]	Magnetic field transversal [V]	Magnetic field longitudinal [V]	Detector diff transversal [V]	Detector diff longitudinal [V]	Detector raw transversal [V]	Detector raw longitudinal [V]
80.0	80.0	0.0	-4.342489581062203	0.0	-10.564406957477331	-0.8457032009140183	0.08799124984414083	1.0658440705686887
78.93333333333334	78.93333333333334	0.0	-4.283945631442396	0.0	-10.564406957477331	-0.8464305887721904	0.0879914644729773	1.065680373155128
77.86666666666666	77.86666666666666	0.0	-4.225481927972428	0.0	-10.564406957477331	-0.8464064108337642	0.08798020719050545	1.0654894715365468
76.8	76.8	0.0	-4.167093947216811	0.0	-10.564406957477331	-0.8464162086401484	0.08800821625366231	1.0657286431804465
75.73333333333333	75.73333333333333	0.0	-4.108777426500553	0.0	-10.564406957477331	-0.8464102204956113	0.08800849527114961	1.0658330279150523
74.66666666666667	74.66666666666667	0.0	-4.050528351430542	0.0	-10.564406957477331	-0.8464283566322912	0.08797987451580896	1.0655276862008771
73.6	73.6	0.0	-3.992342943813344	0.0	-10.564406957477331	-0.846399489053789	0.08797812529079191	1.0655500827199604
72.53333333333333	72.53333333333333	0.0	-3.934217649963252	0.0	-10.564406957477331	-0.8464197607473919	0.08800696067496905	1.0656512694849052
71.46666666666667	71.46666666666667	0.0	-3.876149129394453	0.0	-10.564406957477331	-0.8463985339554664	0.08798302955970479	1.0655801844142727
70.4	70.4	0.0	-3.818134243891202	0.0	-10.564406957477331	-0.8464059386503241	0.08800863477989333	1.0656305792650707
69.33333333333333	69.33333333333333	0.0	-3.760170046949834	0.0	-10.564406957477331	-0.8464077737268757	0.0879698084233794	1.0655615438998274
68.26666666666667	68.26666666666667	0.0	-3.7022537735865026	0.0	-10.564406957477331	-0.8464191597866492	0.0879769555636333	1.065530862707657
67.2	67.2	0.0	-3.6443828305044987	0.0	-10.564406957477331	-0.8464175929961435	0.08797315663322804	1.0653906349573612
66.13333333333333	66.13333333333333	0.0	-3.586554786615013	0.0	-10.564406957477331	-0.8464227655511019	0.08798887819549807	1.0655258081985588
65.06666666666666	65.06666666666666	0.0	-3.5287673639052177	0.0	-10.564406957477331	-0.8464305673093072	0.08796385247316793	1.0654260701782605
64.0	64.0	0.0	-3.4710184286475108	0.0	-10.564406957477331	-0.8464149852557807	0.08799311711501795	1.0656533728475035
62.93333333333334	62.93333333333334	0.0	-3.4133059829438133	0.0	-10.564406957477331	-0.846436727156913	0.08796611680739252	1.0652695950250446
61.86666666666667	61.86666666666667	0.0	-3.3556281565987605	0.0	-10.564406957477331	-0.8464206729199462	0.08801412927810645	1.0656870373804994
60.8	60.8	0.0	-3.2979831993156687	0.0	-10.564406957477331	-0.8464178290878634	0.08801162885216188	1.0657243184093907
59.733333333333334	59.733333333333334	0.0	-3.2403694732091295	0.0	-10.564406957477331	-0.8464203724395756	0.08800375197386408	1.065475424079201
58.66666666666667	58.66666666666667	0.0	-3.1827854456281033	0.0	-10.564406957477331	-0.8464167022864726	0.08800054327275907	1.0656426843314477
57.6	57.6	0.0	-3.1252296822833725	0.0	-10.564406957477331	-0.8464163374174504	0.08799052010609688	1.065455012876855
56.53333333333333	56.53333333333333	0.0	-3.0677008406732234	0.0	-10.564406957477331	-0.8464353642638014	0.08801584630879807	1.0655562532990088
55.46666666666667	55.46666666666667	0.0	-3.0101976638012173	0.0	-10.564406957477331	-0.8464111755939335	0.08801288443085503	1.0654431546336407
54.4	54.4	0.0	-2.9527189741799083	0.0	-10.564406957477331	-0.8464100809868674	0.08797189032309304	1.065451621741239
53.33333333333333	53.33333333333333	0.0	-2.895263668114395	0.0	-10.564406957477331	-0.8464109395022136	0.08798207446138262	1.065270110134253
52.266666666666666	52.266666666666666	0.0	-2.837830710259539	0.0	-10.564406957477331	-0.8464241821014227	0.08795978525671727	1.0651172944026996
51.2	51.2	0.0	-2.7804191284447413	0.0	-10.564406957477331	-0.8464200504963211	0.08796320858665858	1.0650342437744351
50.13333333333333	50.13333333333333	0.0	-2.7230280087601257	0.0	-10.564406957477331	-0.8464216280182684	0.08797514194996524	1.0651274570781062
49.06666666666666	49.06666666666666	0.0	-2.665656490897999	0.0	-10.564406957477331	-0.8464214885095249	0.08797797505060632	1.0650895321627056
48.0	48.0	0.0	-2.6083037637434527	0.0	-10.564406957477331	-0.8464272405623413	0.08795286347674164	1.0650966256457486
46.93333333333334	46.93333333333334	0.0	-2.5509690612079656	0.0	-10.564406957477331	-0.8464265644815065	0.08797045230988879	1.065099684106669
