Hysterese	V-MOKE
Charge	2020_0446
Sample	1
Sample State	bFC
User	Meike Reginka
Sample Angle	155.0
Magnetic Field Angle	0.0
Detektor Averages	300
Hysteresus Points	150
Magnetic Field [kA/m]	80
Hysteresis Averages	100
Polarization	p-polarization
Measurement Method	Scan Both Angles
Max Voltage Correction	No
Training Effect Elimination	No
Magnetic field [kA/m]	Magnetic field transversal [kA/m]	Magnetic field longitudinal [kA/m]	Magnetic field transversal [V]	Magnetic field longitudinal [V]	Detector diff transversal [V]	Detector diff longitudinal [V]	Detector raw transversal [V]	Detector raw longitudinal [V]
80.0	0.0	80.0	0.0	4.381030188287403	-10.564406957477331	-0.8466674424246555	0.0939885804953092	1.0982496551999785
78.93333333333334	0.0	78.93333333333334	0.0	4.319818714176459	-10.564406957477331	-0.8473586438610021	0.09398877366126207	1.098274605802216
77.86666666666666	0.0	77.86666666666666	0.0	4.258793669369702	-10.564406957477331	-0.8473632583809858	0.09403599200528108	1.098716891445489
76.8	0.0	76.8	0.0	4.197942654193435	-10.564406957477331	-0.847363451546939	0.09399271210041091	1.0985690336400586
75.73333333333333	0.0	75.73333333333333	0.0	4.137253993604595	-10.564406957477331	-0.8473621101167111	0.09399600665305044	1.09843167118473
74.66666666666667	0.0	74.66666666666667	0.0	4.0767167056162315	-10.564406957477331	-0.8473607150292737	0.09401618176367679	1.0985005563097887
73.6	0.0	73.6	0.0	4.0163204706037074	-10.564406957477331	-0.8473727771698827	0.09400924925225938	1.0982772457369032
72.53333333333333	0.0	72.53333333333333	0.0	3.9560556014798554	-10.564406957477331	-0.8473655441780942	0.09393718762042115	1.0978586014599652
71.46666666666667	0.0	71.46666666666667	0.0	3.89591301472721	-10.564406957477331	-0.8473710172134237	0.09396726785184976	1.0978915040605939
70.4	0.0	70.4	0.0	3.8358842022755653	-10.564406957477331	-0.8473756853906164	0.09400426986325375	1.0981862109159233
69.33333333333333	0.0	69.33333333333333	0.0	3.775961204212982	-10.564406957477331	-0.847349779690057	0.09396445621409218	1.0983998631911682
68.26666666666667	0.0	68.26666666666667	0.0	3.716136582318465	-10.564406957477331	-0.847370212355287	0.09398103629170798	1.098247562568823
67.2	0.0	67.2	0.0	3.6564033944044745	-10.564406957477331	-0.8473575599853781	0.09400099677349791	1.0984077078751406
66.13333333333333	0.0	66.13333333333333	0.0	3.596755169457454	-10.564406957477331	-0.8473762970828005	0.09397548813628574	1.0981142780613877
65.06666666666666	0.0	65.06666666666666	0.0	3.5371858835645753	-10.564406957477331	-0.8473681304555737	0.0939946652228226	1.098312348283106
64.0	0.0	64.0	0.0	3.4776899366148504	-10.564406957477331	-0.8473734854450435	0.09398017777636221	1.0981347107266173
62.93333333333334	0.0	62.93333333333334	0.0	3.4182621297628257	-10.564406957477331	-0.8473726913183478	0.09398998631418802	1.0981706610567223
61.86666666666667	0.0	61.86666666666667	0.0	3.3588976436430196	-10.564406957477331	-0.8473604896689957	0.09396110800424358	1.098100144752508
60.8	0.0	60.8	0.0	3.2995920173232944	-10.564406957477331	-0.8473768980435427	0.09400066409880141	1.0983866742491681
59.733333333333334	0.0	59.733333333333334	0.0	3.2403411279853396	-10.564406957477331	-0.8473508099084721	0.09396101142126723	1.0981458285003451
58.66666666666667	0.0	58.66666666666667	0.0	3.181141171320454	-10.564406957477331	-0.847365071994654	0.09395464767626643	1.0982213241935659
57.6	0.0	57.6	0.0	3.121988642628807	-10.564406957477331	-0.8473659948986508	0.09395737346248931	1.0980719961806067
56.53333333333333	0.0	56.53333333333333	0.0	3.062880318610361	-10.564406957477331	-0.8473711674536094	0.09399758417499832	1.0983756530584174
55.46666666666667	0.0	55.46666666666667	0.0	3.003813239835633	-10.564406957477331	-0.847375331253037	0.09403054043283529	1.0987086496981688
54.4	0.0	54.4	0.0	2.9447846938844906	-10.564406957477331	-0.8473744942005742	0.0939850069251823	1.098319817366613
53.33333333333333	0.0	53.33333333333333	0.0	2.885792199141142	-10.564406957477331	-0.8473628291233133	0.0939589402529954	1.0981474167537346
52.266666666666666	0.0	52.266666666666666	0.0	2.8268334892335334	-10.564406957477331	-0.8473799565044621	0.09397973778724757	1.098267963039727
51.2	0.0	51.2	0.0	2.7679064981053	-10.564406957477331	-0.8473726054668136	0.0939384002733471	1.0978380507488756
50.13333333333333	0.0	50.13333333333333	0.0	2.7090093457084867	-10.564406957477331	-0.8473795809039976	0.09399090921818475	1.098245899195341
49.06666666666666	0.0	49.06666666666666	0.0	2.6501403243051973	-10.564406957477331	-0.847354855662039	0.09394209188933406	1.097923065230993
48.0	0.0	48.0	0.0	2.591297885366365	-10.564406957477331	-0.8473603501602522	0.09394256407277427	1.0980489557750135
46.93333333333334	0.0	46.93333333333334	0.0	2.532480627055822	-10.564406957477331	-0.8473615950075036	0.09395246919357648	1.0978864280886114
45.86666666666667	0.0	45.86666666666667	0.0	2.4736872822878553	-10.564406957477331	-0.847380321373484	0.09396873805937939	1.0980967643483326
44.8	0.0	44.8	0.0	2.4149167073464275	-10.564406957477331	-0.8473796667555326	0.09396072167233799	1.0980008252584392
43.733333333333334	0.0	43.733333333333334	0.0	2.356167871054244	-10.564406957477331	-0.8473488997118283	0.0939361359391226	1.097876222487438
42.666666666666664	0.0	42.666666666666664	0.0	2.2974398444798476	-10.564406957477331	-0.8473610155096452	0.09397577788521491	1.098055866823548
41.6	0.0	41.6	0.0	2.2387317911709355	-10.564406957477331	-0.8473678299752027	0.09397514473014743	1.0980897352539387
40.53333333333333	0.0	40.53333333333333	0.0	2.1800429579020566	-10.564406957477331	-0.8473744727376901	0.09400636249440911	1.0984194909982614
39.46666666666667	0.0	39.46666666666667	0.0	2.1213726659248966	-10.564406957477331	-0.8473629257062896	0.09393785296981416	1.0978899050757618
38.4	0.0	38.4	0.0	2.0627203027093186	-10.564406957477331	-0.8473649861431194	0.09397264430420282	1.0980209467118578
37.333333333333336	0.0	37.333333333333336	0.0	2.0040853141633432	-10.564406957477331	-0.8473581824090037	0.09395784564592952	1.0980260119523968
36.266666666666666	0.0	36.266666666666666	0.0	1.9454671973202513	-10.564406957477331	-0.8473683021586426	0.0939216699555458	1.0978533752477986
35.2	0.0	35.2	0.0	1.8868654934810003	-10.564406957477331	-0.8473537610549734	0.09396829807026463	1.0979778063157297
34.13333333333333	0.0	34.13333333333333	0.0	1.8282797818001153	-10.564406957477331	-0.8473821027928267	0.09393217603709003	1.0980371404575664
33.06666666666667	0.0	33.06666666666667	0.0	1.7697096733032631	-10.564406957477331	-0.8473750200412234	0.0939130311448787	1.0977970244467874
32.0	0.0	32.0	0.0	1.7111548053246695	-10.564406957477331	-0.8473867602385775	0.09390738640648005	1.0977193931966438
30.933333333333337	0.0	30.933333333333337	0.0	1.652614836352576	-10.564406957477331	-0.8473791409148836	0.09395381062380427	1.0979340005702107
29.866666666666667	0.0	29.866666666666667	0.0	1.5940894412709112	-10.564406957477331	-0.8473865026839738	0.09390255725765989	1.0979000784826098
28.799999999999997	0.0	28.799999999999997	0.0	1.5355783069853621	-10.564406957477331	-0.8473689782394773	0.0939591656132737	1.0980311737759132
27.733333333333334	0.0	27.733333333333334	0.0	1.4770811284220267	-10.564406957477331	-0.8473651363833052	0.09393504133205673	1.0979712601362177
26.666666666666664	0.0	26.666666666666664	0.0	1.4185976048868278	-10.564406957477331	-0.8473625501058261	0.09396644153082939	1.0981078499277364
25.6	0.0	25.6	0.0	1.360127436773878	-10.564406957477331	-0.8473757605107093	0.09391147508581446	1.0979373165857336
24.53333333333333	0.0	24.53333333333333	0.0	1.3016703226109647	-10.564406957477331	-0.8473604038174618	0.09394698542680509	1.0983304092996926
23.46666666666667	0.0	23.46666666666667	0.0	1.243225956430354	-10.564406957477331	-0.8473717684143512	0.0939203821825271	1.098029703568384
22.4	0.0	22.4	0.0	1.1847940254530787	-10.564406957477331	-0.8473504450394507	0.09389600034670637	1.0976295173713801
21.333333333333336	0.0	21.333333333333336	0.0	1.1263742080749082	-10.564406957477331	-0.8473619706079676	0.09393494474908026	1.0980845412360976
20.266666666666666	0.0	20.266666666666666	0.0	1.0679661721421683	-10.564406957477331	-0.8473689031193846	0.093927282499619	1.0982873118293328
19.200000000000003	0.0	19.200000000000003	0.0	1.0095695735056076	-10.564406957477331	-0.8473584506950498	0.09392051095982897	1.0981317488486744
18.133333333333333	0.0	18.133333333333333	0.0	0.9511840548404781	-10.564406957477331	-0.8473749449211309	0.0939204894969453	1.0980464660805103
17.06666666666667	0.0	17.06666666666667	0.0	0.8928092447210244	-10.564406957477331	-0.8473610691668543	0.09388559084813852	1.0978493294942318
16.0	0.0	16.0	0.0	0.8344447569375557	-10.564406957477331	-0.8473847749218403	0.09390445672286249	1.0981357624079155
14.933333333333337	0.0	14.933333333333337	0.0	0.7760901900442883	-10.564406957477331	-0.8473792267664183	0.09392599472660028	1.0982267328402455
13.866666666666674	0.0	13.866666666666674	0.0	0.7177451271261349	-10.564406957477331	-0.8473698582177068	0.09388615961455508	1.098009238708829
12.799999999999997	0.0	12.799999999999997	0.0	0.6594091357726295	-10.564406957477331	-0.8473641061648896	0.0938770593518896	1.0982262391939221
11.733333333333334	0.0	11.733333333333334	0.0	0.6010817682471681	-10.564406957477331	-0.847378303862421	0.09386718642541285	1.0982983330200855
10.666666666666671	0.0	10.666666666666671	0.0	0.5427625618397398	-10.564406957477331	-0.8473720045060716	0.09386975124000843	1.0986222830543817
9.599999999999994	0.0	9.599999999999994	0.0	0.4844510393913435	-10.564406957477331	-0.8473644066452616	0.0938627543399401	1.0985950681179195
8.533333333333331	0.0	8.533333333333331	0.0	0.4261467099782665	-10.564406957477331	-0.8473752454015013	0.09380630695595364	1.0986267044084133
7.466666666666669	0.0	7.466666666666669	0.0	0.36784906974439924	-10.564406957477331	-0.8473861914721611	0.09379481358176175	1.0988284555146752
6.400000000000006	0.0	6.400000000000006	0.0	0.30955760286978407	-10.564406957477331	-0.8473678192437607	0.09371366241869977	1.0986887106792627
5.333333333333329	0.0	5.333333333333329	0.0	0.25127178266356687	-10.564406957477331	-0.8473647607828413	0.09369438874918654	1.098626081984787
4.266666666666666	0.0	4.266666666666666	0.0	0.19299107276954444	-10.564406957477331	-0.8473561541665	0.09366181882325521	1.0987721154451082
3.200000000000003	0.0	3.200000000000003	0.0	0.13471492847247593	-10.564406957477331	-0.8473684738617117	0.09362638360235725	1.0983756530584161
2.13333333333334	0.0	2.13333333333334	0.0	0.07644279809335723	-10.564406957477331	-0.8473588262955141	0.0935238124814175	1.098392898485425
1.0666666666666629	0.0	1.0666666666666629	0.0	0.018174124461827576	-10.564406957477331	-0.8473601569942991	0.0935390511288055	1.0985311194560996
0.0	0.0	0.0	0.0	-0.0400916535461	-10.564406957477331	-0.8473711781850513	0.09348664949838616	1.0985429240421045
-1.0666666666666629	0.0	-1.0666666666666629	0.0	-0.09835509941681445	-10.564406957477331	-0.8473693753028253	0.09342420323842092	1.0982678127995413
-2.1333333333333258	0.0	-2.1333333333333258	0.0	-0.156616777366191	-10.564406957477331	-0.8473688601936175	0.09338817778822264	1.098146923107412
-3.200000000000003	0.0	-3.200000000000003	0.0	-0.21487725067681432	-10.564406957477331	-0.8473658983156747	0.09340461835709482	1.0985172544332646
